Time(s),Node,RSSI(dBm),TransmissionPower(dBm),PacketCount,BatteryLevel(%)
54,9,-110,20,0,46
54,10,-101,20,0,46
54,11,-96,20,0,46
54,12,-105,20,0,46
54,13,-96,20,0,46
54,14,-104,20,0,46
54,15,-104,20,0,46
54,16,-107,20,0,46
54,17,-91,20,0,46
54,18,-101,20,0,46
54,19,-95,20,0,46
55,0,-98,20,0,45
55,1,-109,20,0,45
55,2,-97,20,0,45
55,3,-100,20,0,45
55,4,-101,20,0,45
55,5,-101,20,0,45
55,6,-99,20,0,45
55,7,-97,20,0,45
55,8,-106,20,0,45
55,9,-95,20,0,45
55,10,-102,20,0,45
55,11,-95,20,0,45
55,12,-93,20,0,45
55,13,-97,20,0,45
55,14,-97,20,0,45
55,15,-92,20,0,45
55,16,-101,20,0,45
55,17,-95,20,0,45
55,18,-95,20,0,45
55,19,-97,20,0,45
56,0,-102,20,0,44
56,1,-94,20,0,44
56,2,-110,20,0,44
56,3,-97,20,0,44
56,4,-107,20,0,44
56,5,-104,20,0,44
56,6,-99,20,0,44
56,7,-92,20,0,44
56,8,-93,20,0,44
56,9,-110,20,0,44
56,10,-105,20,0,44
56,11,-109,20,0,44
56,12,-109,20,0,44
56,13,-100,20,0,44
56,14,-107,20,0,44
56,15,-100,20,0,44
56,16,-110,20,0,44
56,17,-96,20,0,44
56,18,-95,20,0,44
56,19,-106,20,0,44
57,0,-108,20,0,43
57,1,-106,20,0,43
57,2,-91,20,0,43
57,3,-91,20,0,43
57,4,-101,20,0,43
57,5,-106,20,0,43
57,6,-101,20,0,43
57,7,-92,20,0,43
57,8,-99,20,0,43
57,9,-94,20,0,43
57,10,-107,20,0,43
57,11,-91,20,0,43
57,12,-97,20,0,43
57,13,-107,20,0,43
57,14,-106,20,0,43
57,15,-94,20,0,43
57,16,-109,20,0,43
57,17,-95,20,0,43
57,18,-104,20,0,43
57,19,-99,20,0,43
58,0,-103,20,0,42
58,1,-98,20,0,42
58,2,-98,20,0,42
58,3,-101,20,0,42
58,4,-108,20,0,42
58,5,-102,20,0,42
58,6,-99,20,0,42
58,7,-108,20,0,42
58,8,-96,20,0,42
58,9,-103,20,0,42
58,10,-92,20,0,42
58,11,-94,20,0,42
58,12,-107,20,0,42
58,13,-93,20,0,42
58,14,-103,20,0,42
58,15,-98,20,0,42
58,16,-97,20,0,42
58,17,-93,20,0,42
58,18,-108,20,0,42
58,19,-105,20,0,42
59,0,-97,20,0,41
59,1,-93,20,0,41
59,2,-94,20,0,41
59,3,-92,20,0,41
59,4,-109,20,0,41
59,5,-97,20,0,41
59,6,-104,20,0,41
59,7,-96,20,0,41
59,8,-110,20,0,41
59,9,-97,20,0,41
59,10,-105,20,0,41
59,11,-102,20,0,41
59,12,-105,20,0,41
59,13,-100,20,0,41
59,14,-101,20,0,41
59,15,-91,20,0,41
59,16,-92,20,0,41
59,17,-110,20,0,41
59,18,-108,20,0,41
59,19,-106,20,0,41
60,0,-91,20,0,40
60,1,-110,20,0,40
60,2,-109,20,0,40
60,3,-108,20,0,40
60,4,-100,20,0,40
60,5,-110,20,0,40
60,6,-104,20,0,40
60,7,-107,20,0,40
60,8,-101,20,0,40
60,9,-110,20,0,40
60,10,-102,20,0,40
60,11,-107,20,0,40
60,12,-92,20,0,40
60,13,-93,20,0,40
60,14,-97,20,0,40
60,15,-99,20,0,40
60,16,-100,20,0,40
60,17,-110,20,0,40
60,18,-105,20,0,40
60,19,-100,20,0,40
61,0,-97,20,0,39
61,1,-99,20,0,39
61,2,-92,20,0,39
61,3,-100,20,0,39
61,4,-109,20,0,39
61,5,-103,20,0,39
61,6,-101,20,0,39
61,7,-99,20,0,39
61,8,-110,20,0,39
61,9,-107,20,0,39
61,10,-95,20,0,39
61,11,-91,20,0,39
61,12,-106,20,0,39
61,13,-102,20,0,39
61,14,-96,20,0,39
61,15,-104,20,0,39
61,16,-101,20,0,39
61,17,-98,20,0,39
61,18,-101,20,0,39
61,19,-100,20,0,39
62,0,-97,20,0,38
62,1,-100,20,0,38
62,2,-97,20,0,38
62,3,-107,20,0,38
62,4,-103,20,0,38
62,5,-91,20,0,38
62,6,-96,20,0,38
62,7,-101,20,0,38
62,8,-91,20,0,38
62,9,-99,20,0,38
62,10,-91,20,0,38
62,11,-106,20,0,38
62,12,-108,20,0,38
62,13,-100,20,0,38
62,14,-104,20,0,38
62,15,-95,20,0,38
62,16,-101,20,0,38
62,17,-95,20,0,38
62,18,-104,20,0,38
62,19,-109,20,0,38
63,0,-99,20,0,37
63,1,-96,20,0,37
63,2,-97,20,0,37
63,3,-103,20,0,37
63,4,-108,20,0,37
63,5,-103,20,0,37
63,6,-97,20,0,37
63,7,-107,20,0,37
63,8,-91,20,0,37
63,9,-108,20,0,37
63,10,-96,20,0,37
63,11,-106,20,0,37
63,12,-106,20,0,37
63,13,-91,20,0,37
63,14,-91,20,0,37
63,15,-107,20,0,37
63,16,-92,20,0,37
63,17,-97,20,0,37
63,18,-98,20,0,37
63,19,-101,20,0,37
64,0,-105,20,0,36
64,1,-106,20,0,36
64,2,-97,20,0,36
64,3,-91,20,0,36
64,4,-96,20,0,36
64,5,-91,20,0,36
64,6,-95,20,0,36
64,7,-95,20,0,36
64,8,-103,20,0,36
64,9,-97,20,0,36
64,10,-101,20,0,36
64,11,-100,20,0,36
64,12,-103,20,0,36
64,13,-108,20,0,36
64,14,-93,20,0,36
64,15,-108,20,0,36
64,16,-101,20,0,36
64,17,-100,20,0,36
64,18,-105,20,0,36
64,19,-110,20,0,36
65,0,-106,20,0,35
65,1,-99,20,0,35
65,2,-93,20,0,35
65,3,-101,20,0,35
65,4,-107,20,0,35
65,5,-94,20,0,35
65,6,-98,20,0,35
65,7,-109,20,0,35
65,8,-108,20,0,35
65,9,-105,20,0,35
65,10,-107,20,0,35
65,11,-91,20,0,35
65,12,-109,20,0,35
65,13,-102,20,0,35
65,14,-92,20,0,35
65,15,-103,20,0,35
65,16,-110,20,0,35
65,17,-105,20,0,35
65,18,-108,20,0,35
65,19,-103,20,0,35
66,0,-91,20,0,34
66,1,-99,20,0,34
66,2,-101,20,0,34
66,3,-104,20,0,34
66,4,-97,20,0,34
66,5,-104,20,0,34
66,6,-102,20,0,34
66,7,-96,20,0,34
66,8,-94,20,0,34
66,9,-104,20,0,34
66,10,-103,20,0,34
66,11,-98,20,0,34
66,12,-93,20,0,34
66,13,-106,20,0,34
66,14,-109,20,0,34
66,15,-110,20,0,34
66,16,-110,20,0,34
66,17,-104,20,0,34
66,18,-96,20,0,34
66,19,-96,20,0,34
67,0,-107,20,0,33
67,1,-93,20,0,33
67,2,-97,20,0,33
67,3,-106,20,0,33
67,4,-93,20,0,33
67,5,-98,20,0,33
67,6,-99,20,0,33
67,7,-93,20,0,33
67,8,-101,20,0,33
67,9,-105,20,0,33
67,10,-94,20,0,33
67,11,-102,20,0,33
67,12,-101,20,0,33
67,13,-105,20,0,33
67,14,-95,20,0,33
67,15,-108,20,0,33
67,16,-99,20,0,33
67,17,-95,20,0,33
67,18,-101,20,0,33
67,19,-91,20,0,33
68,0,-109,20,0,32
68,1,-94,20,0,32
68,2,-98,20,0,32
68,3,-99,20,0,32
68,4,-110,20,0,32
68,5,-105,20,0,32
68,6,-107,20,0,32
68,7,-98,20,0,32
68,8,-99,20,0,32
68,9,-101,20,0,32
68,10,-103,20,0,32
68,11,-104,20,0,32
68,12,-92,20,0,32
68,13,-98,20,0,32
68,14,-100,20,0,32
68,15,-94,20,0,32
68,16,-106,20,0,32
68,17,-97,20,0,32
68,18,-97,20,0,32
68,19,-104,20,0,32
69,0,-91,20,0,31
69,1,-100,20,0,31
69,2,-96,20,0,31
69,3,-102,20,0,31
69,4,-95,20,0,31
69,5,-109,20,0,31
69,6,-108,20,0,31
69,7,-91,20,0,31
69,8,-93,20,0,31
69,9,-107,20,0,31
69,10,-92,20,0,31
69,11,-100,20,0,31
69,12,-91,20,0,31
69,13,-108,20,0,31
69,14,-97,20,0,31
69,15,-99,20,0,31
69,16,-102,20,0,31
69,17,-93,20,0,31
69,18,-106,20,0,31
69,19,-99,20,0,31
70,0,-104,20,0,30
70,1,-107,20,0,30
70,2,-92,20,0,30
70,3,-105,20,0,30
70,4,-95,20,0,30
70,5,-110,20,0,30
70,6,-109,20,0,30
70,7,-98,20,0,30
70,8,-104,20,0,30
70,9,-96,20,0,30
70,10,-92,20,0,30
70,11,-105,20,0,30
70,12,-94,20,0,30
70,13,-98,20,0,30
70,14,-105,20,0,30
70,15,-98,20,0,30
70,16,-104,20,0,30
70,17,-91,20,0,30
70,18,-99,20,0,30
70,19,-107,20,0,30
71,0,-107,20,0,29
71,1,-109,20,0,29
71,2,-105,20,0,29
71,3,-108,20,0,29
71,4,-94,20,0,29
71,5,-91,20,0,29
71,6,-96,20,0,29
71,7,-106,20,0,29
71,8,-94,20,0,29
71,9,-100,20,0,29
71,10,-103,20,0,29
71,11,-96,20,0,29
71,12,-97,20,0,29
71,13,-93,20,0,29
71,14,-91,20,0,29
71,15,-110,20,0,29
71,16,-100,20,0,29
71,17,-98,20,0,29
71,18,-98,20,0,29
71,19,-94,20,0,29
72,0,-91,20,0,28
72,1,-100,20,0,28
72,2,-97,20,0,28
72,3,-95,20,0,28
72,4,-95,20,0,28
72,5,-92,20,0,28
72,6,-103,20,0,28
72,7,-109,20,0,28
72,8,-93,20,0,28
72,9,-100,20,0,28
72,10,-94,20,0,28
72,11,-110,20,0,28
72,12,-106,20,0,28
72,13,-109,20,0,28
72,14,-107,20,0,28
72,15,-110,20,0,28
72,16,-98,20,0,28
72,17,-101,20,0,28
72,18,-94,20,0,28
72,19,-110,20,0,28
73,0,-91,20,0,27
73,1,-107,20,0,27
73,2,-95,20,0,27
73,3,-106,20,0,27
73,4,-97,20,0,27
73,5,-104,20,0,27
73,6,-106,20,0,27
73,7,-107,20,0,27
73,8,-99,20,0,27
73,9,-101,20,0,27
73,10,-99,20,0,27
73,11,-100,20,0,27
73,12,-91,20,0,27
73,13,-106,20,0,27
73,14,-105,20,0,27
73,15,-104,20,0,27
73,16,-108,20,0,27
73,17,-105,20,0,27
73,18,-91,20,0,27
73,19,-99,20,0,27
74,0,-103,20,0,26
74,1,-103,20,0,26
74,2,-106,20,0,26
74,3,-99,20,0,26
74,4,-109,20,0,26
74,5,-91,20,0,26
74,6,-99,20,0,26
74,7,-97,20,0,26
74,8,-102,20,0,26
74,9,-103,20,0,26
74,10,-96,20,0,26
74,11,-91,20,0,26
74,12,-107,20,0,26
74,13,-109,20,0,26
74,14,-107,20,0,26
74,15,-102,20,0,26
74,16,-103,20,0,26
74,17,-91,20,0,26
74,18,-107,20,0,26
74,19,-92,20,0,26
75,0,-102,20,0,25
75,1,-96,20,0,25
75,2,-110,20,0,25
75,3,-110,20,0,25
75,4,-92,20,0,25
75,5,-104,20,0,25
75,6,-92,20,0,25
75,7,-98,20,0,25
75,8,-107,20,0,25
75,9,-92,20,0,25
75,10,-95,20,0,25
75,11,-100,20,0,25
75,12,-105,20,0,25
75,13,-91,20,0,25
75,14,-108,20,0,25
75,15,-104,20,0,25
75,16,-92,20,0,25
75,17,-105,20,0,25
75,18,-98,20,0,25
75,19,-92,20,0,25
76,0,-97,20,0,24
76,1,-104,20,0,24
76,2,-93,20,0,24
76,3,-102,20,0,24
76,4,-103,20,0,24
76,5,-98,20,0,24
76,6,-94,20,0,24
76,7,-104,20,0,24
76,8,-98,20,0,24
76,9,-91,20,0,24
76,10,-93,20,0,24
76,11,-110,20,0,24
76,12,-97,20,0,24
76,13,-93,20,0,24
76,14,-98,20,0,24
76,15,-107,20,0,24
76,16,-95,20,0,24
76,17,-99,20,0,24
76,18,-103,20,0,24
76,19,-92,20,0,24
77,0,-101,20,0,23
77,1,-96,20,0,23
77,2,-109,20,0,23
77,3,-104,20,0,23
77,4,-96,20,0,23
77,5,-107,20,0,23
77,6,-105,20,0,23
77,7,-106,20,0,23
77,8,-102,20,0,23
77,9,-93,20,0,23
77,10,-107,20,0,23
77,11,-97,20,0,23
77,12,-95,20,0,23
77,13,-110,20,0,23
77,14,-109,20,0,23
77,15,-96,20,0,23
77,16,-105,20,0,23
77,17,-93,20,0,23
77,18,-110,20,0,23
77,19,-93,20,0,23
78,0,-102,20,0,22
78,1,-101,20,0,22
78,2,-101,20,0,22
78,3,-97,20,0,22
78,4,-91,20,0,22
78,5,-96,20,0,22
78,6,-94,20,0,22
78,7,-96,20,0,22
78,8,-105,20,0,22
78,9,-95,20,0,22
78,10,-105,20,0,22
78,11,-104,20,0,22
78,12,-100,20,0,22
78,13,-104,20,0,22
78,14,-98,20,0,22
78,15,-94,20,0,22
78,16,-101,20,0,22
78,17,-101,20,0,22
78,18,-98,20,0,22
78,19,-101,20,0,22
79,0,-104,20,0,21
79,1,-95,20,0,21
79,2,-95,20,0,21
79,3,-97,20,0,21
79,4,-102,20,0,21
79,5,-94,20,0,21
79,6,-103,20,0,21
79,7,-97,20,0,21
79,8,-104,20,0,21
79,9,-110,20,0,21
79,10,-108,20,0,21
79,11,-104,20,0,21
79,12,-101,20,0,21
79,13,-107,20,0,21
79,14,-110,20,0,21
79,15,-102,20,0,21
79,16,-93,20,0,21
79,17,-94,20,0,21
79,18,-95,20,0,21
79,19,-108,20,0,21
80,0,-106,20,0,20
80,1,-110,20,0,20
80,2,-110,20,0,20
80,3,-104,20,0,20
80,4,-92,20,0,20
80,5,-105,20,0,20
80,6,-96,20,0,20
80,7,-91,20,0,20
80,8,-96,20,0,20
80,9,-104,20,0,20
80,10,-102,20,0,20
80,11,-97,20,0,20
80,12,-108,20,0,20
80,13,-107,20,0,20
80,14,-104,20,0,20
80,15,-108,20,0,20
80,16,-98,20,0,20
80,17,-96,20,0,20
80,18,-103,20,0,20
80,19,-100,20,0,20
81,0,-96,20,0,19
81,1,-101,20,0,19
81,2,-94,20,0,19
81,3,-95,20,0,19
81,4,-106,20,0,19
81,5,-94,20,0,19
81,6,-106,20,0,19
81,7,-108,20,0,19
81,8,-105,20,0,19
81,9,-99,20,0,19
81,10,-94,20,0,19
81,11,-109,20,0,19
81,12,-107,20,0,19
81,13,-93,20,0,19
81,14,-103,20,0,19
81,15,-109,20,0,19
81,16,-108,20,0,19
81,17,-109,20,0,19
81,18,-110,20,0,19
81,19,-102,20,0,19
82,0,-91,20,0,18
82,1,-110,20,0,18
82,2,-109,20,0,18
82,3,-97,20,0,18
82,4,-106,20,0,18
82,5,-102,20,0,18
82,6,-95,20,0,18
82,7,-102,20,0,18
82,8,-108,20,0,18
82,9,-108,20,0,18
82,10,-100,20,0,18
82,11,-94,20,0,18
82,12,-107,20,0,18
82,13,-104,20,0,18
82,14,-99,20,0,18
82,15,-110,20,0,18
82,16,-95,20,0,18
82,17,-103,20,0,18
82,18,-96,20,0,18
82,19,-98,20,0,18
83,0,-100,20,0,17
83,1,-100,20,0,17
83,2,-97,20,0,17
83,3,-97,20,0,17
83,4,-91,20,0,17
83,5,-110,20,0,17
83,6,-96,20,0,17
83,7,-97,20,0,17
83,8,-97,20,0,17
83,9,-96,20,0,17
83,10,-108,20,0,17
83,11,-106,20,0,17
83,12,-95,20,0,17
83,13,-107,20,0,17
83,14,-92,20,0,17
83,15,-99,20,0,17
83,16,-99,20,0,17
83,17,-97,20,0,17
83,18,-99,20,0,17
83,19,-105,20,0,17
84,0,-102,20,0,16
84,1,-109,20,0,16
84,2,-97,20,0,16
84,3,-107,20,0,16
84,4,-91,20,0,16
84,5,-93,20,0,16
84,6,-95,20,0,16
84,7,-96,20,0,16
84,8,-106,20,0,16
84,9,-101,20,0,16
84,10,-104,20,0,16
84,11,-103,20,0,16
84,12,-98,20,0,16
84,13,-99,20,0,16
84,14,-110,20,0,16
84,15,-99,20,0,16
84,16,-107,20,0,16
84,17,-103,20,0,16
84,18,-93,20,0,16
84,19,-94,20,0,16
85,0,-97,20,0,15
85,1,-91,20,0,15
85,2,-109,20,0,15
85,3,-110,20,0,15
85,4,-96,20,0,15
85,5,-99,20,0,15
85,6,-99,20,0,15
85,7,-92,20,0,15
85,8,-94,20,0,15
85,9,-96,20,0,15
85,10,-107,20,0,15
85,11,-106,20,0,15
85,12,-103,20,0,15
85,13,-93,20,0,15
85,14,-110,20,0,15
85,15,-103,20,0,15
85,16,-96,20,0,15
85,17,-95,20,0,15
85,18,-97,20,0,15
85,19,-100,20,0,15
86,0,-93,20,0,14
86,1,-98,20,0,14
86,2,-101,20,0,14
86,3,-101,20,0,14
86,4,-107,20,0,14
86,5,-100,20,0,14
86,6,-98,20,0,14
86,7,-103,20,0,14
86,8,-101,20,0,14
86,9,-101,20,0,14
86,10,-95,20,0,14
86,11,-108,20,0,14
86,12,-110,20,0,14
86,13,-102,20,0,14
86,14,-107,20,0,14
86,15,-95,20,0,14
86,16,-91,20,0,14
86,17,-104,20,0,14
86,18,-105,20,0,14
86,19,-94,20,0,14
87,0,-97,20,0,13
87,1,-110,20,0,13
87,2,-98,20,0,13
87,3,-110,20,0,13
87,4,-93,20,0,13
87,5,-106,20,0,13
87,6,-103,20,0,13
87,7,-107,20,0,13
87,8,-110,20,0,13
87,9,-109,20,0,13
87,10,-104,20,0,13
87,11,-93,20,0,13
87,12,-105,20,0,13
87,13,-103,20,0,13
87,14,-92,20,0,13
87,15,-102,20,0,13
87,16,-101,20,0,13
87,17,-100,20,0,13
87,18,-103,20,0,13
87,19,-92,20,0,13
88,0,-110,20,0,12
88,1,-107,20,0,12
88,2,-109,20,0,12
88,3,-110,20,0,12
88,4,-107,20,0,12
88,5,-94,20,0,12
88,6,-103,20,0,12
88,7,-107,20,0,12
88,8,-108,20,0,12
88,9,-98,20,0,12
88,10,-99,20,0,12
88,11,-95,20,0,12
88,12,-97,20,0,12
88,13,-107,20,0,12
88,14,-102,20,0,12
88,15,-108,20,0,12
88,16,-102,20,0,12
88,17,-95,20,0,12
88,18,-92,20,0,12
88,19,-110,20,0,12
89,0,-102,20,0,11
89,1,-94,20,0,11
89,2,-101,20,0,11
89,3,-97,20,0,11
89,4,-107,20,0,11
89,5,-103,20,0,11
89,6,-96,20,0,11
89,7,-97,20,0,11
89,8,-93,20,0,11
89,9,-109,20,0,11
89,10,-107,20,0,11
89,11,-101,20,0,11
89,12,-94,20,0,11
89,13,-106,20,0,11
89,14,-108,20,0,11
89,15,-110,20,0,11
89,16,-98,20,0,11
89,17,-101,20,0,11
89,18,-95,20,0,11
89,19,-103,20,0,11
90,0,-96,20,0,10
90,1,-104,20,0,10
90,2,-96,20,0,10
90,3,-91,20,0,10
90,4,-109,20,0,10
90,5,-108,20,0,10
90,6,-97,20,0,10
90,7,-109,20,0,10
90,8,-92,20,0,10
90,9,-99,20,0,10
90,10,-97,20,0,10
90,11,-92,20,0,10
90,12,-91,20,0,10
90,13,-108,20,0,10
90,14,-106,20,0,10
90,15,-95,20,0,10
90,16,-109,20,0,10
90,17,-100,20,0,10
90,18,-110,20,0,10
90,19,-99,20,0,10
91,0,-107,20,0,9
91,1,-107,20,0,9
91,2,-110,20,0,9
91,3,-110,20,0,9
91,4,-110,20,0,9
91,5,-108,20,0,9
91,6,-98,20,0,9
91,7,-98,20,0,9
91,8,-106,20,0,9
91,9,-103,20,0,9
91,10,-91,20,0,9
91,11,-92,20,0,9
91,12,-105,20,0,9
91,13,-96,20,0,9
91,14,-93,20,0,9
91,15,-92,20,0,9
91,16,-94,20,0,9
91,17,-100,20,0,9
91,18,-110,20,0,9
91,19,-104,20,0,9
92,0,-96,20,0,8
92,1,-97,20,0,8
92,2,-93,20,0,8
92,3,-105,20,0,8
92,4,-102,20,0,8
92,5,-109,20,0,8
92,6,-110,20,0,8
92,7,-101,20,0,8
92,8,-107,20,0,8
92,9,-110,20,0,8
92,10,-98,20,0,8
92,11,-104,20,0,8
92,12,-106,20,0,8
92,13,-97,20,0,8
92,14,-92,20,0,8
92,15,-94,20,0,8
92,16,-103,20,0,8
92,17,-100,20,0,8
92,18,-102,20,0,8
92,19,-99,20,0,8
93,0,-101,20,0,7
93,1,-102,20,0,7
93,2,-109,20,0,7
93,3,-104,20,0,7
93,4,-96,20,0,7
93,5,-92,20,0,7
93,6,-105,20,0,7
93,7,-100,20,0,7
93,8,-109,20,0,7
93,9,-105,20,0,7
93,10,-101,20,0,7
93,11,-103,20,0,7
93,12,-100,20,0,7
93,13,-104,20,0,7
93,14,-98,20,0,7
93,15,-92,20,0,7
93,16,-91,20,0,7
93,17,-105,20,0,7
93,18,-110,20,0,7
93,19,-108,20,0,7
94,0,-93,20,0,6
94,1,-98,20,0,6
94,2,-102,20,0,6
94,3,-109,20,0,6
94,4,-93,20,0,6
94,5,-103,20,0,6
94,6,-101,20,0,6
94,7,-93,20,0,6
94,8,-101,20,0,6
94,9,-92,20,0,6
94,10,-102,20,0,6
94,11,-91,20,0,6
94,12,-92,20,0,6
94,13,-100,20,0,6
94,14,-105,20,0,6
94,15,-98,20,0,6
94,16,-110,20,0,6
94,17,-108,20,0,6
94,18,-96,20,0,6
94,19,-97,20,0,6
95,0,-103,20,0,5
95,1,-107,20,0,5
95,2,-110,20,0,5
95,3,-100,20,0,5
95,4,-109,20,0,5
95,5,-105,20,0,5
95,6,-102,20,0,5
95,7,-110,20,0,5
95,8,-100,20,0,5
95,9,-110,20,0,5
95,10,-96,20,0,5
95,11,-103,20,0,5
95,12,-105,20,0,5
95,13,-107,20,0,5
95,14,-109,20,0,5
95,15,-96,20,0,5
95,16,-108,20,0,5
95,17,-100,20,0,5
95,18,-99,20,0,5
95,19,-107,20,0,5
96,0,-110,20,0,4
96,1,-110,20,0,4
96,2,-96,20,0,4
96,3,-92,20,0,4
96,4,-108,20,0,4
96,5,-98,20,0,4
96,6,-100,20,0,4
96,7,-108,20,0,4
96,8,-96,20,0,4
96,9,-105,20,0,4
96,10,-102,20,0,4
96,11,-96,20,0,4
96,12,-110,20,0,4
96,13,-102,20,0,4
96,14,-106,20,0,4
96,15,-108,20,0,4
96,16,-105,20,0,4
96,17,-106,20,0,4
96,18,-108,20,0,4
96,19,-103,20,0,4
97,0,-105,20,0,3
97,1,-93,20,0,3
97,2,-95,20,0,3
97,3,-108,20,0,3
97,4,-98,20,0,3
97,5,-102,20,0,3
97,6,-94,20,0,3
97,7,-104,20,0,3
97,8,-100,20,0,3
97,9,-110,20,0,3
97,10,-101,20,0,3
97,11,-99,20,0,3
97,12,-98,20,0,3
97,13,-94,20,0,3
97,14,-101,20,0,3
97,15,-96,20,0,3
97,16,-102,20,0,3
97,17,-98,20,0,3
97,18,-102,20,0,3
97,19,-108,20,0,3
98,0,-93,20,0,2
98,1,-102,20,0,2
98,2,-94,20,0,2
98,3,-93,20,0,2
98,4,-93,20,0,2
98,5,-110,20,0,2
98,6,-91,20,0,2
98,7,-96,20,0,2
98,8,-105,20,0,2
98,9,-96,20,0,2
98,10,-108,20,0,2
98,11,-108,20,0,2
98,12,-107,20,0,2
98,13,-101,20,0,2
98,14,-94,20,0,2
98,15,-95,20,0,2
98,16,-93,20,0,2
98,17,-106,20,0,2
98,18,-97,20,0,2
98,19,-91,20,0,2
99,0,-106,20,0,1
99,1,-96,20,0,1
99,2,-100,20,0,1
99,3,-94,20,0,1
99,4,-100,20,0,1
99,5,-98,20,0,1
99,6,-108,20,0,1
99,7,-92,20,0,1
99,8,-106,20,0,1
99,9,-107,20,0,1
99,10,-109,20,0,1
99,11,-109,20,0,1
99,12,-99,20,0,1
99,13,-101,20,0,1
99,14,-100,20,0,1
99,15,-110,20,0,1
99,16,-100,20,0,1
99,17,-108,20,0,1
99,18,-95,20,0,1
99,19,-103,20,0,1
100,0,-94,20,0,0
100,1,-101,20,0,0
100,2,-109,20,0,0
100,3,-91,20,0,0
100,4,-92,20,0,0
100,5,-93,20,0,0
100,6,-104,20,0,0
100,7,-95,20,0,0
100,8,-109,20,0,0
100,9,-99,20,0,0
100,10,-96,20,0,0
100,11,-92,20,0,0
100,12,-105,20,0,0
100,13,-93,20,0,0
100,14,-104,20,0,0
100,15,-94,20,0,0
100,16,-101,20,0,0
100,17,-109,20,0,0
100,18,-96,20,0,0
100,19,-97,20,0,0
101,0,-94,20,0,0
101,1,-103,20,0,0
101,2,-104,20,0,0
101,3,-91,20,0,0
101,4,-93,20,0,0
101,5,-94,20,0,0
101,6,-110,20,0,0
101,7,-91,20,0,0
101,8,-100,20,0,0
101,9,-103,20,0,0
101,10,-104,20,0,0
101,11,-104,20,0,0
101,12,-102,20,0,0
101,13,-103,20,0,0
101,14,-93,20,0,0
101,15,-104,20,0,0
101,16,-94,20,0,0
101,17,-95,20,0,0
101,18,-97,20,0,0
101,19,-93,20,0,0
102,0,-104,20,0,0
102,1,-91,20,0,0
102,2,-103,20,0,0
102,3,-98,20,0,0
102,4,-94,20,0,0
102,5,-96,20,0,0
102,6,-110,20,0,0
102,7,-93,20,0,0
102,8,-95,20,0,0
102,9,-96,20,0,0
102,10,-100,20,0,0
102,11,-99,20,0,0
102,12,-108,20,0,0
102,13,-102,20,0,0
102,14,-100,20,0,0
102,15,-99,20,0,0
102,16,-105,20,0,0
102,17,-108,20,0,0
102,18,-100,20,0,0
102,19,-103,20,0,0
103,0,-109,20,0,0
103,1,-94,20,0,0
103,2,-96,20,0,0
103,3,-101,20,0,0
103,4,-95,20,0,0
103,5,-107,20,0,0
103,6,-95,20,0,0
103,7,-99,20,0,0
103,8,-99,20,0,0
103,9,-110,20,0,0
103,10,-110,20,0,0
103,11,-93,20,0,0
103,12,-110,20,0,0
103,13,-102,20,0,0
103,14,-109,20,0,0
103,15,-94,20,0,0
103,16,-96,20,0,0
103,17,-109,20,0,0
103,18,-96,20,0,0
103,19,-101,20,0,0
104,0,-102,20,0,0
104,1,-94,20,0,0
104,2,-98,20,0,0
104,3,-108,20,0,0
104,4,-105,20,0,0
104,5,-108,20,0,0
104,6,-97,20,0,0
104,7,-108,20,0,0
104,8,-93,20,0,0
104,9,-107,20,0,0
104,10,-101,20,0,0
104,11,-100,20,0,0
104,12,-99,20,0,0
104,13,-95,20,0,0
104,14,-110,20,0,0
104,15,-104,20,0,0
104,16,-91,20,0,0
104,17,-103,20,0,0
104,18,-101,20,0,0
104,19,-108,20,0,0
105,0,-102,20,0,0
105,1,-101,20,0,0
105,2,-91,20,0,0
105,3,-102,20,0,0
105,4,-101,20,0,0
105,5,-97,20,0,0
105,6,-94,20,0,0
105,7,-107,20,0,0
105,8,-104,20,0,0
105,9,-100,20,0,0
105,10,-106,20,0,0
105,11,-96,20,0,0
105,12,-91,20,0,0
105,13,-94,20,0,0
105,14,-94,20,0,0
105,15,-106,20,0,0
105,16,-99,20,0,0
105,17,-101,20,0,0
105,18,-92,20,0,0
105,19,-110,20,0,0
106,0,-106,20,0,0
106,1,-91,20,0,0
106,2,-100,20,0,0
106,3,-95,20,0,0
106,4,-95,20,0,0
106,5,-100,20,0,0
106,6,-109,20,0,0
106,7,-104,20,0,0
106,8,-100,20,0,0
106,9,-108,20,0,0
106,10,-102,20,0,0
106,11,-92,20,0,0
106,12,-106,20,0,0
106,13,-91,20,0,0
106,14,-92,20,0,0
106,15,-97,20,0,0
106,16,-106,20,0,0
106,17,-96,20,0,0
106,18,-101,20,0,0
106,19,-99,20,0,0
107,0,-93,20,0,0
107,1,-105,20,0,0
107,2,-93,20,0,0
107,3,-94,20,0,0
107,4,-108,20,0,0
107,5,-96,20,0,0
107,6,-98,20,0,0
107,7,-105,20,0,0
107,8,-95,20,0,0
107,9,-100,20,0,0
107,10,-105,20,0,0
107,11,-98,20,0,0
107,12,-101,20,0,0
107,13,-103,20,0,0
107,14,-103,20,0,0
107,15,-94,20,0,0
107,16,-92,20,0,0
107,17,-109,20,0,0
107,18,-108,20,0,0
107,19,-110,20,0,0
108,0,-107,20,0,0
108,1,-108,20,0,0
